350,2297.16,2.98,0.85
351,2300.66,2.98,0.85
352,2304.17,2.99,0.85
353,2307.67,3.00,0.86
354,2311.17,3.00,0.86
355,2314.67,3.01,0.86
356,2318.16,3.01,0.86
357,2321.66,3.02,0.86
358,2325.16,3.03,0.87
359,2328.65,3.03,0.87
360,2332.14,3.04,0.87
361,2335.64,3.04,0.87
362,2339.13,3.05,0.87
363,2342.62,3.06,0.88
364,2346.10,3.06,0.88
365,2349.59,3.07,0.88
366,2353.08,3.07,0.88
367,2356.56,3.08,0.88
368,2360.05,3.09,0.89
369,2363.53,3.09,0.89
370,2367.01,3.10,0.89
371,2370.49,3.10,0.89
372,2373.97,3.11,0.89
373,2377.45,3.12,0.90
374,2380.93,3.12,0.90
375,2384.40,3.13,0.90
376,2387.88,3.13,0.90
377,2391.35,3.14,0.90
378,2394.82,3.15,0.91
379,2398.29,3.15,0.91
380,2401.76,3.16,0.91
381,2405.23,3.16,0.91
382,2408.70,3.17,0.91
383,2412.17,3.17,0.92
384,2415.63,3.18,0.92
385,2419.10,3.19,0.92
386,2422.56,3.19,0.92
387,2426.02,3.20,0.92
388,2429.48,3.20,0.93
389,2432.94,3.21,0.93
390,2436.40,3.22,0.93
391,2439.86,3.22,0.93
392,2443.31,3.23,0.93
393,2446.77,3.23,0.94
394,2450.22,3.24,0.94
395,2453.67,3.24,0.94
396,2457.13,3.25,0.94
397,2460.58,3.26,0.94
398,2464.03,3.26,0.95
399,2467.47,3.27,0.95
400,2470.92,3.27,0.95
401,2474.37,3.28,0.95
402,2477.81,3.29,0.95
403,2481.25,3.29,0.96
404,2484.70,3.30,0.96
405,2488.14,3.30,0.96
406,2491.58,3.31,0.96
407,2495.02,3.31,0.96
408,2498.45,3.32,0.97
409,2501.89,3.33,0.97
410,2505.33,3.33,0.97
411,2508.76,3.34,0.97
412,2512.19,3.34,0.97
413,2515.62,3.35,0.98
414,2519.06,3.35,0.98
415,2522.48,3.36,0.98
416,2525.91,3.37,0.98
417,2529.34,3.37,0.98
418,2532.77,3.38,0.99
419,2536.19,3.38,0.99
420,2539.62,3.39,0.99
421,2543.04,3.39,0.99
422,2546.46,3.40,0.99
423,2549.88,3.41,1.00
424,2553.30,3.41,1.00
425,2556.72,3.42,1.00
426,2560.13,3.42,1.00
427,2563.55,3.43,1.00
428,2566.96,3.43,1.01
429,2570.38,3.44,1.01
430,2573.79,3.45,1.01
431,2577.20,3.45,1.01
432,2580.61,3.46,1.01
433,2584.02,3.46,1.02
434,2587.43,3.47,1.02
435,2590.83,3.47,1.02
436,2594.24,3.48,1.02
437,2597.64,3.49,1.02
438,2601.05,3.49,1.03
439,2604.45,3.50,1.03
440,2607.85,3.50,1.03
441,2611.25,3.51,1.03
442,2614.65,3.51,1.03
443,2618.04,3.52,1.04
444,2621.44,3.52,1.04
445,2624.83,3.53,1.04
446,2628.23,3.54,1.04
447,2631.62,3.54,1.04
448,2635.01,3.55,1.05
449,2638.40,3.55,1.05
450,2641.79,3.56,1.05
451,2645.18,3.56,1.05
452,2648.57,3.57,1.05
453,2651.95,3.57,1.06
454,2655.34,3.58,1.06
455,2658.72,3.59,1.06
456,2662.10,3.59,1.06
457,2665.48,3.60,1.06
458,2668.86,3.60,1.07
459,2672.24,3.61,1.07
460,2675.62,3.61,1.07
461,2679.00,3.62,1.07
462,2682.37,3.62,1.07
463,2685.74,3.63,1.08
464,2689.12,3.64,1.08
465,2692.49,3.64,1.08
466,2695.86,3.65,1.08
467,2699.23,3.65,1.08
468,2702.60,3.66,1.09
469,2705.97,3.66,1.09
470,2709.33,3.67,1.09
471,2712.70,3.67,1.09
472,2716.06,3.68,1.09
473,2719.42,3.68,1.10
474,2722.78,3.69,1.10
475,2726.14,3.70,1.10
476,2729.50,3.70,1.10
477,2732.86,3.71,1.10
478,2736.22,3.71,1.11
479,2739.57,3.72,1.11
480,2742.93,3.72,1.11
481,2746.28,3.73,1.11
482,2749.63,3.73,1.11
483,2752.98,3.74,1.12
484,2756.33,3.74,1.12
485,2759.68,3.75,1.12
486,2763.03,3.76,1.12
487,2766.38,3.76,1.12
488,2769.72,3.77,1.13
489,2773.07,3.77,1.13
490,2776.41,3.78,1.13
491,2779.75,3.78,1.13
492,2783.09,3.79,1.13
493,2786.43,3.79,1.14
494,2789.77,3.80,1.14
495,2793.11,3.80,1.14
496,2796.44,3.81,1.14
497,2799.78,3.81,1.14
498,2803.11,3.82,1.15
499,2806.44,3.83,1.15
500,2809.78,3.83,1.15
